original_path,label,tipo,duracao,sample_rate,zcr,rms,spectral_centroid,bandwidth,rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
dataset\direita\Ana_direita_0.wav,direita,augmentado,1.2,16000,0.19982267680921054,0.06810641,2318.1559833330402,2012.949863389618,4685.649671052632,-283.45901857393716,59.92801003387061,13.84218714768146,17.041980230360203,-8.009340910642072,-1.759705598803927,-9.752634062972083,-7.992014430675252,-4.773052833955841,-2.5732569610610345,-6.961114450470114,-3.936579575943549,-4.065151942914913
dataset\direita\Ana_direita_0.wav,direita,augmentado,1.2,16000,0.0595703125,0.052324038,1557.9392919796094,1676.943091279926,3517.2697368421054,-337.06475830078125,65.46094512939453,12.910270690917969,16.81852912902832,-12.76460075378418,-0.17513054609298706,-12.716093063354492,-6.602729797363281,-5.702142715454102,-3.3801960945129395,-9.050152778625488,-3.4812300205230713,-5.110840797424316
dataset\direita\Ana_direita_1.wav,direita,augmentado,1.2,16000,0.16370271381578946,0.08749244,2391.0883975644742,2123.070691598753,4946.1348684210525,-231.9720853754206,53.20164472963594,21.1039306281193,30.475565345594067,-8.741382015314153,-7.440486744526953,-17.82187348329772,-8.454356283659124,0.139752245479886,-10.49232692381596,-2.98879359489009,-4.651967961489653,-3.2998268386492513
dataset\direita\Ana_direita_1.wav,direita,augmentado,1.2,16000,0.07946134868421052,0.0760805,1672.9546525053502,1790.5294150984946,3794.407894736842,-283.6128845214844,74.79340362548828,15.014812469482422,42.11551284790039,-10.479626655578613,0.872829020023346,-23.589357376098633,-9.225954055786133,0.08614864945411682,-5.614092826843262,-8.629262924194336,1.253355622291565,-8.732671737670898
dataset\direita\Ana_direita_10.wav,direita,augmentado,1.2,16000,0.13386615953947367,0.057125695,1984.5288529826219,1946.373437401358,4229.851973684211,-217.61773612831502,77.78904923659627,6.741599848580386,24.58260322498987,-1.3297538654041916,4.857828634288096,-4.563739191670305,-13.841932609434174,-2.1573695890416107,-6.084149470280345,-16.878246621842187,5.27281797152402,-0.33785580507033497
dataset\direita\Ana_direita_10.wav,direita,augmentado,1.2,16000,0.10138260690789473,0.044030264,1752.4791497885963,1813.4577108856504,3834.0871710526317,-256.6900634765625,85.3817138671875,3.1658077239990234,27.920307159423828,-5.7613525390625,8.512310981750488,-11.49770736694336,-12.181153297424316,-2.6109206676483154,-9.547675132751465,-12.880961418151855,12.63379192352295,-6.273715972900391
dataset\direita\Ana_direita_11.wav,direita,augmentado,1.2,16000,0.16773745888157895,0.056417536,2117.137220212782,2089.8350086475734,4515.830592105263,-253.325920212018,73.82143716792959,26.43468392319782,10.30908885695104,-2.5257597794602646,-0.9703124039678397,-15.921473016251612,-4.728177667536178,-5.000970134592333,-11.192041235264668,-2.4202828673916863,-5.7326329776961344,-1.0223465559482918
dataset\direita\Ana_direita_11.wav,direita,augmentado,1.2,16000,0.07358912417763158,0.04171062,1545.101888692486,1825.5138252310924,3539.4736842105262,-314.92974853515625,84.6987533569336,25.300352096557617,10.896573066711426,-5.687269687652588,-2.345792770385742,-20.866626739501953,0.5745112299919128,-8.939895629882812,-8.715625762939453,-2.8252620697021484,-6.887332439422607,-2.4985077381134033
dataset\direita\Ana_direita_12.wav,direita,augmentado,1.2,16000,0.20411441200657895,0.044538666,2433.973059043378,2152.5746969043344,5094.777960526316,-253.60163385520696,55.99207058509039,18.79531400291617,16.672688816061346,-4.8603701656275495,-4.765949092286629,-12.995341407139025,-8.32870261403555,-8.181187023803465,-5.966403184936774,-6.499674357266653,-0.3088187460038281,-2.687407382006553
dataset\direita\Ana_direita_12.wav,direita,augmentado,1.2,16000,0.07338353207236842,0.03231746,1506.126048584644,1708.6546952366234,3500.2055921052633,-347.9456787109375,74.36074829101562,15.237468719482422,18.110204696655273,-12.083134651184082,-4.735334873199463,-19.32514190673828,-5.006126880645752,-11.341328620910645,-3.6235029697418213,-8.921491622924805,2.6564438343048096,-6.986652374267578
dataset\direita\Ana_direita_13.wav,direita,augmentado,1.2,16000,0.13730982730263158,0.050937597,1895.4679772146076,1987.8577513391283,4153.371710526316,-238.65878082187638,84.17225824300534,15.700910344217528,23.522742987586078,5.450651907577374,0.9067545765227376,-6.4809152694292536,-10.773689913494092,-3.5786987870763056,-9.006088670880137,-6.4982367707676145,1.0665858909607613,-5.9212744834881565
dataset\direita\Ana_direita_13.wav,direita,augmentado,1.2,16000,0.06720291940789473,0.04016603,1233.5445635329074,1517.612519974897,2703.3305921052633,-290.8138427734375,115.36790466308594,0.63722163438797,36.022979736328125,-0.9696605205535889,10.737446784973145,-12.465968132019043,-5.080181121826172,-8.99791145324707,-1.4660871028900146,-16.240686416625977,5.6454033851623535,-12.281840324401855
dataset\direita\Ana_direita_14.wav,direita,augmentado,1.2,16000,0.16518040707236842,0.036238328,2088.4740574698317,2016.8277581520272,4476.5625,-248.97429596109765,75.47306420024259,15.04378315893069,19.7740172026978,-0.005462223814046363,1.2472223254440054,-7.598099429549513,-11.458750594315582,-6.043541421612869,-6.287810489542501,-9.324562810791996,1.4553678624508244,-0.6388445909570826
dataset\direita\Ana_direita_14.wav,direita,augmentado,1.2,16000,0.07460423519736842,0.026663836,1526.7496471993163,1746.909198455953,3486.0197368421054,-315.6664733886719,89.17884063720703,12.663647651672363,23.081750869750977,-5.375469207763672,2.0308759212493896,-16.129676818847656,-10.122052192687988,-8.02071475982666,-5.78122091293335,-8.78072738647461,4.931926727294922,-6.356522560119629
dataset\direita\Ana_direita_15.wav,direita,augmentado,1.2,16000,0.17905787417763158,0.055591196,2169.7532445833326,2014.050305070295,4553.8651315789475,-239.188653141369,72.17665015289522,19.953120038312505,31.4725405689933,2.1008977086043585,-7.637583465938829,-10.999555143064207,-3.868537155788354,-11.049645555328134,-3.551605760691384,-9.780354074720707,-2.485914825623356,-2.1848993684767666
dataset\direita\Ana_direita_15.wav,direita,augmentado,1.2,16000,0.09652549342105263,0.048566967,1628.3971283865603,1738.7551100483677,3654.6052631578946,-283.7778625488281,87.8353042602539,12.771929740905762,42.221588134765625,-1.4877022504806519,3.075465440750122,-18.410715103149414,3.897891044616699,-16.909292221069336,2.14129638671875,-13.984224319458008,0.015127050690352917,-6.325145721435547
dataset\direita\Ana_direita_16.wav,direita,augmentado,1.2,16000,0.19373201069078946,0.042026874,2333.013949864161,2100.116419898362,4916.118421052632,-240.51412280587493,64.63202279606561,19.03386345113061,28.138453843714238,-4.09792532827329,-6.0781814760617605,-3.052371392937412,-10.363784738768613,-3.1441061823009933,-4.007238191415513,-7.057721002494368,3.5593662862840616,-1.4563366612737376
dataset\direita\Ana_direita_16.wav,direita,augmentado,1.2,16000,0.11400082236842106,0.036154635,1822.4093826880485,1807.1693577293956,3994.4490131578946,-298.7325134277344,84.7256088256836,7.577676296234131,42.9260139465332,-9.400527954101562,1.880318522453308,-8.942475318908691,-2.2493724822998047,-12.439598083496094,5.112123012542725,-16.690757751464844,8.366270065307617,-5.029748439788818
dataset\direita\Ana_direita_17.wav,direita,augmentado,1.2,16000,0.13620476973684212,0.05101187,1918.70702648594,2034.30614113437,4227.796052631579,-242.1680176978071,78.84208162562417,24.059588629037368,25.358325230101272,5.91093174481284,-4.920756061362631,-13.744749922099471,-5.240420249979901,-5.955072717616443,-6.41185628406011,-3.0001873775914416,-5.054235965052895,-4.517060659907699
dataset\direita\Ana_direita_17.wav,direita,augmentado,1.2,16000,0.06527549342105263,0.044421323,1287.9858511597783,1651.8945932786248,2941.8174342105262,-295.0751647949219,103.61144256591797,14.409982681274414,36.92845153808594,1.4932118654251099,7.155483245849609,-24.424238204956055,0.42757290601730347,-11.757037162780762,-1.3975834846496582,-9.957934379577637,2.3021767139434814,-12.604426383972168
dataset\direita\Ana_direita_18.wav,direita,augmentado,1.2,16000,0.16367701480263158,0.040273536,2176.0200526566255,2126.756180561801,4744.449013157895,-240.0462576320626,69.81736753272939,18.584912297177617,22.544473733795066,3.1233006394475074,-5.864507683237751,-5.3885663024998145,-6.347635595896791,-2.162207708335266,-5.5459575525545075,-4.41134601450662,-1.181366224444082,-4.189877273983856
dataset\direita\Ana_direita_18.wav,direita,augmentado,1.2,16000,0.06707442434210527,0.028742231,1469.9512247097819,1670.5850307794528,3109.1694078947367,-325.5462646484375,97.85076904296875,6.886106967926025,29.089176177978516,-3.4896621704101562,-2.30588698387146,-11.194552421569824,-2.0789008140563965,-6.2133307456970215,-6.736163139343262,-3.4139444828033447,-0.3864123225212097,-6.660388946533203
dataset\direita\Ana_direita_19.wav,direita,augmentado,1.2,16000,0.11302425986842106,0.063940205,1796.3063113736846,1936.910899051371,4081.6200657894738,-229.3101563189601,80.65427535832315,21.034571889953718,36.29335204407405,1.8795736949930666,5.012797812938989,-11.57658592179036,-10.224310524467496,-1.449541409747235,-3.8071920563923176,-5.070364672725696,-3.0535017029685023,-2.316643926997402
dataset\direita\Ana_direita_19.wav,direita,augmentado,1.2,16000,0.08410002055921052,0.047413364,1572.143772138344,1791.002563864273,3585.7319078947367,-265.5611267089844,88.76091766357422,18.907821655273438,37.012630462646484,-2.6930553913116455,4.428491592407227,-19.89832878112793,-4.9297404289245605,-3.178359031677246,-4.204036235809326,-8.284945487976074,-1.6738730669021606,-3.9445478916168213
dataset\direita\Ana_direita_2.wav,direita,augmentado,1.2,16000,0.187744140625,0.12678918,2457.363884482078,1973.0714776477732,4712.993421052632,-202.94937340005302,36.53148585223033,9.677351578238316,40.437563228667855,-8.254830223553336,-10.403718783774579,-15.447271828286262,-13.456545726944862,-13.432163241510146,-12.959731661522879,-4.172353062999025,-11.074259293571227,-7.30842578330745
dataset\direita\Ana_direita_2.wav,direita,augmentado,1.2,16000,0.09409693667763158,0.10265871,1702.9711644532365,1631.947189199065,3347.2450657894738,-252.0963134765625,59.408721923828125,2.883474588394165,50.80630874633789,-8.454456329345703,-5.260354995727539,-21.374759674072266,-9.834118843078613,-17.393465042114258,-10.284317016601562,-10.558688163757324,-4.320436954498291,-16.959257125854492
dataset\direita\Ana_direita_20.wav,direita,augmentado,1.2,16000,0.12322676809210527,0.063331604,1930.3545252482766,1981.9429169031316,4167.763157894737,-230.25048124391841,75.50944791455346,15.90774988668791,31.885244404316126,4.604803799839843,0.07624039263288032,-4.513811563277906,-9.835637237275002,-8.473050159767054,-5.530215550993937,-12.770333697774383,0.018661898385731963,-6.659646171755225
dataset\direita\Ana_direita_20.wav,direita,augmentado,1.2,16000,0.08061780427631579,0.04708254,1613.5542081052565,1839.8980479023382,3639.185855263158,-268.302001953125,82.5138931274414,15.829146385192871,34.909767150878906,-0.0772729441523552,0.9689503908157349,-9.315123558044434,-9.950834274291992,-7.244709014892578,-8.22054672241211,-12.634337425231934,0.9191830158233643,-7.172616958618164
dataset\direita\Ana_direita_21.wav,direita,augmentado,1.2,16000,0.08629728618421052,0.067763455,1577.9985680666096,1870.5452165776117,3623.1496710526317,-219.81654025957994,94.06948476972575,17.82058209646567,24.214969977398784,-7.398502658175851,-4.976742155553687,-6.197138402427134,-6.729821431336557,-14.602978924491131,-1.015771609167792,-12.889999231595773,-3.036859887920562,-6.0701723939623875
dataset\direita\Ana_direita_21.wav,direita,augmentado,1.2,16000,0.06853926809210527,0.057910196,1371.7807151065367,1649.2156578238744,3128.7006578947367,-247.75616455078125,107.2842788696289,8.612639427185059,36.69904708862305,-12.23645305633545,2.896714448928833,-13.808295249938965,2.645693778991699,-21.77334976196289,5.520234107971191,-16.925806045532227,0.35046181082725525,-8.16261100769043
dataset\direita\Ana_direita_22.wav,direita,augmentado,1.2,16000,0.22689658717105263,0.036782578,2557.767296836911,2207.4477655013466,5298.930921052632,-270.0490852134518,50.08638589076723,17.47442043965298,18.558739807900213,5.184825833657094,-1.6105401185391053,-9.851230760928814,-6.25794563558245,-3.8765249990027018,-3.0963982716572502,-10.969026425796804,-3.164704893106867,-3.355671495666723
dataset\direita\Ana_direita_22.wav,direita,augmentado,1.2,16000,0.06598221628289473,0.032105636,1478.1797965697344,1623.4187732907624,3401.315789473684,-357.7362976074219,68.46823120117188,11.136136054992676,28.331857681274414,1.7281558513641357,8.131304740905762,-15.553156852722168,-1.4573220014572144,-10.938366889953613,4.219705104827881,-16.714147567749023,-1.9973608255386353,-8.101746559143066
dataset\direita\Ana_direita_23.wav,direita,augmentado,1.2,16000,0.13651315789473684,0.05049478,2008.7787592091481,2033.2475667163017,4417.557565789473,-231.69021652441987,74.42479350558179,18.92963857897155,24.747131944372114,-4.953169338498495,-2.277033679706616,-8.63182046977601,-11.067904658435213,-6.736105984898398,-5.765271293849207,-3.104140844010736,-1.0887138358719597,0.6484033480866264
dataset\direita\Ana_direita_23.wav,direita,augmentado,1.2,16000,0.08696546052631579,0.037542008,1639.0633028149502,1865.668421007052,3804.4819078947367,-281.1287841796875,84.7166976928711,16.996305465698242,27.130779266357422,-11.912302017211914,-2.5602171421051025,-14.683023452758789,-8.903928756713867,-7.207770824432373,-4.318023681640625,-2.401144027709961,-0.4473923146724701,-3.487092971801758
dataset\direita\Ana_direita_24.wav,direita,augmentado,1.2,16000,0.10765316611842106,0.039834183,1875.072910613658,2097.122532719668,4462.993421052632,-210.30037534936983,86.88971496802348,16.959200650319417,16.549842323629125,5.7518299398933435,1.0281117357281244,-6.291594503511894,-10.371446009858678,-1.19479388101702,-2.5996490736588007,-11.43472480072661,1.2072686717094787,-1.566034591973107
dataset\direita\Ana_direita_24.wav,direita,augmentado,1.2,16000,0.08781352796052631,0.028452704,1578.5314150535796,1829.307770964111,3751.8503289473683,-248.5677947998047,103.7552719116211,4.475566864013672,30.38421058654785,-2.5430142879486084,13.290584564208984,-15.399346351623535,-1.2965940237045288,-13.377726554870605,11.886817932128906,-20.87299156188965,8.250633239746094,-9.009819984436035
dataset\direita\Ana_direita_25.wav,direita,augmentado,1.2,16000,0.17444490131578946,0.03610186,2316.960491645696,2203.842770426241,5091.694078947368,-249.71133825468888,62.89242194964525,20.67001664322748,21.072069969617928,6.01904675200578,6.3825730322230045,-0.586468767565331,-3.995973123852356,-0.273846010993767,-4.439547647182152,-6.8572196839082,0.10139311079275619,-1.2392651017236058
dataset\direita\Ana_direita_25.wav,direita,augmentado,1.2,16000,0.05182206003289474,0.028691994,1507.5041079434916,1846.3145898107189,3681.9490131578946,-340.599853515625,85.47492218017578,17.534555435180664,28.130151748657227,3.0793888568878174,10.624810218811035,-7.2580366134643555,-2.576328754425049,-3.907128095626831,-5.626925468444824,-7.5115180015563965,3.9393837451934814,-3.174196243286133
dataset\direita\Ana_direita_26.wav,direita,augmentado,1.2,16000,0.16214792351973684,0.05327486,2062.9294829388796,2014.2480950784723,4347.65625,-259.99022784528825,74.49171903224148,27.187618056671106,22.312009788276253,-0.8199476773761747,-3.072027176397436,-4.867342605185999,-3.7453814650538675,-7.102091145301361,-5.1277188597202255,-7.132364296498498,-2.1976069593632794,-2.418891960982147
dataset\direita\Ana_direita_26.wav,direita,augmentado,1.2,16000,0.05644788240131579,0.041903943,1341.6152668941838,1667.0756007715318,3089.2269736842104,-332.3932800292969,91.56273651123047,23.858028411865234,26.352657318115234,-7.098817348480225,-1.4196736812591553,-8.397184371948242,-2.3371307849884033,-9.366642951965332,-3.8531951904296875,-10.149744987487793,2.407212018966675,-8.368610382080078
dataset\direita\Ana_direita_27.wav,direita,augmentado,1.2,16000,0.08060495476973684,0.07854101,1666.8060232813364,1902.2271040419203,3919.407894736842,-199.92698933988737,86.92815186863035,18.684959211341816,36.10359777644993,-3.1551604174915666,-5.8997219540779655,-9.873496981192966,-20.15099348778997,-4.913251369656539,-9.711476139329918,-18.279299407480856,1.9119395706967022,-3.7589717212112563
dataset\direita\Ana_direita_27.wav,direita,augmentado,1.2,16000,0.07103207236842106,0.060559813,1430.235115931039,1672.214202488652,3313.1167763157896,-231.5166778564453,103.25912475585938,6.368716716766357,48.44062042236328,-7.624675750732422,3.689987897872925,-14.6005277633667,-11.528361320495605,-16.081287384033203,4.645786762237549,-29.2437801361084,4.756547451019287,-9.474123001098633
dataset\direita\Ana_direita_28.wav,direita,augmentado,1.2,16000,0.061921772203947366,0.072016254,1397.6256313157958,1824.9997684728096,3127.6726973684213,-210.7132663175093,96.11518550821086,30.85182799868564,38.99155867663849,10.540933116332207,0.07542542752838802,-7.007666981089675,-8.450830506629847,-7.9606200008212005,-5.246093329185084,-2.189823991095804,-1.7651180645245579,-2.683292931419149
dataset\direita\Ana_direita_28.wav,direita,augmentado,1.2,16000,0.04767166940789474,0.062225472,1064.8414944121266,1408.1004354433487,2184.2105263157896,-253.11624145507812,120.86936950683594,14.071263313293457,53.51581954956055,5.4928388595581055,11.772503852844238,-13.621824264526367,0.40452373027801514,-15.565408706665039,-0.011185928247869015,-9.750378608703613,4.133660793304443,-8.701837539672852
dataset\direita\Ana_direita_29.wav,direita,augmentado,1.2,16000,0.16849557976973684,0.058250815,2144.274866803864,2089.8448240613466,4530.222039473684,-221.45349673523867,73.18608827179787,23.145708571360743,19.17127138815986,6.9659037166860305,-0.3680163643889533,-16.078090707346025,-2.4793607687959605,-3.879196034073247,-10.768870376876594,-2.474765131552942,-2.931415262181891,-3.049055933136409
dataset\direita\Ana_direita_29.wav,direita,augmentado,1.2,16000,0.08451120476973684,0.049465932,1445.999821368545,1665.6718035893023,3170.0246710526317,-277.39056396484375,100.35105895996094,12.398796081542969,31.06208610534668,1.5942074060440063,14.052072525024414,-26.48581314086914,1.4938393831253052,-8.879744529724121,-6.234668731689453,-8.956572532653809,2.477142810821533,-9.873556137084961
dataset\direita\Ana_direita_3.wav,direita,augmentado,1.2,16000,0.22837428042763158,0.16246259,2348.592520203661,1993.386532365082,4503.289473684211,-236.28732360656997,49.28978138819204,17.490328481080756,31.533637745733785,13.205143709409167,-18.259879330752188,-11.179263747464306,-18.44642875468942,-14.537274049145065,-19.35283099879201,-11.079664148501273,-11.064757610362822,-7.909176286117411
dataset\direita\Ana_direita_3.wav,direita,augmentado,1.2,16000,0.12198036595394737,0.117421575,1724.0981554926047,1800.8620770768084,3469.1611842105262,-277.00457763671875,68.79720306396484,15.930119514465332,36.04719161987305,9.197929382324219,-27.89410400390625,-15.416386604309082,-24.528148651123047,-14.370656967163086,-22.085098266601562,-9.128212928771973,-13.431530952453613,0.12355580925941467
dataset\direita\Ana_direita_30.wav,direita,augmentado,1.2,16000,0.15869140625,0.07308811,2162.0028191332203,2017.2081426472098,4425.370065789473,-236.44447252797852,64.00345676196748,21.308256812076326,27.365617596168793,-9.952449639378846,-14.833517215546411,-7.518716783295203,-4.126092032172818,-8.560324516272097,-9.462815644264186,-2.514339355450259,-4.285607425011411,-0.06351957426041055
dataset\direita\Ana_direita_30.wav,direita,augmentado,1.2,16000,0.05610094572368421,0.0636587,1474.895568747259,1654.992272347491,3208.059210526316,-291.1068420410156,83.64973449707031,12.201700210571289,40.244415283203125,-11.437703132629395,-9.850541114807129,-14.598528861999512,-0.21312294900417328,-10.392495155334473,-7.666247844696045,-7.004970550537109,-1.5154898166656494,-3.2780399322509766
